,word1,word2,prediction
788,evil,worst,-5.110429286956787
789,evolution,publicity,-5.528836250305176
790,examination,quiz,-4.918900012969971
791,executive,organization,-4.234253883361816
792,exhibit,parade,-5.0559916496276855
793,exhibition,painting,-4.470651149749756
794,exhibition,soup,-5.882613658905029
795,expect,think,-4.252706527709961
796,expectation,possibility,-4.074511528015137
797,expedition,mystery,-4.990423679351807
798,explosion,stencil,-5.53239107131958
799,express,mail,-4.623864650726318
800,extending,increase,-5.147612571716309
801,extort,school,-5.945537090301514
802,eye,face,-3.8852922916412354
803,eye,lip,-3.720000743865967
804,eye,sky,-4.890711307525635
805,fabric,lace,-2.8229241371154785
806,fabric,sail,-4.88594913482666
807,face,stop,-4.910709857940674
808,face,tear,-5.7274370193481445
809,fair,midway,-4.934325695037842
810,family,town,-4.968283176422119
811,fantasy,fiction,-3.805788993835449
812,fantasy,recycling,-5.204532623291016
813,farm,wind,-5.572982311248779
814,farmer,individual,-6.131046772003174
815,fashion,handwriting,-5.575032711029053
816,fashion,outfit,-3.4170100688934326
817,fauna,toy,-5.095134735107422
818,fbi,investigation,-3.6735143661499023
819,fear,fear,-0.0
820,feather,flamingo,-3.7320733070373535
821,feather,grey,-4.001777648925781
822,feather,hummingbird,-3.956104278564453
823,feather,mallard,-3.699834108352661
824,feather,nest,-3.744093179702759
825,feather,sunflower,-3.5276036262512207
826,feedback,flow,-5.355514049530029
827,feel,friend,-5.464300155639648
828,feel,stop,-4.734983444213867
829,feel,tear,-5.99027681350708
830,feline,kitten,-2.5339832305908203
831,feline,kitty,-3.61013126373291
832,feline,nut,-3.7984986305236816
833,feline,pumpkin,-3.997426986694336
834,feline,reptile,-2.9629135131835938
835,female,old,-4.940392971038818
836,female,square,-5.974177360534668
837,festival,gate,-5.228309631347656
838,festival,music,-4.361649990081787
839,fiction,romance,-4.129321575164795
840,field,handle,-5.164660930633545
841,field,play,-3.7528278827667236
842,field,science,-5.643165111541748
843,fighting,resist,-4.785399913787842
844,filing,formations,-5.812069892883301
845,filled,filled,-0.0
846,find,occurrence,-5.2161335945129395
847,fine,precise,-5.451844215393066
848,finger,toe,-3.9948761463165283
849,fingerprint,football,-6.136834144592285
850,fire,flame,-4.898289203643799
851,fish,fishing,-4.015366554260254
852,fishing,shore,-4.020071506500244
853,fishing,word,-6.287905693054199
854,five,month,-4.6675496101379395
855,flame,peacock,-4.705406665802002
856,flame,reaction,-5.5801777839660645
857,flat,housing,-5.6726813316345215
858,fleet,travel,-5.5688323974609375
859,flight,plane,-2.970059394836426
860,flight,shoot,-5.29888916015625
861,flood,flood,-0.0
862,flood,line,-5.431573867797852
863,floor,interior,-6.045552730560303
864,floor,stair,-4.973991870880127
865,flour,garlic,-2.6876120567321777
866,flower,foliage,-3.527277708053589
867,flower,garden,-3.7336935997009277
868,flower,lily,-3.451380491256714
869,flower,petal,-4.294898509979248
870,flower,spring,-4.403911113739014
871,flower,yellow,-4.210127353668213
872,flush,good,-5.555424213409424
873,flyer,justice,-5.712680816650391
874,fog,mist,-3.7636475563049316
875,fog,sunny,-4.396463871002197
876,foliage,fruit,-4.0562744140625
877,foliage,garden,-4.190033912658691
878,foliage,moss,-4.209168434143066
879,foliage,pink,-3.844357967376709
880,foliage,purple,-3.6102678775787354
881,foliage,violet,-3.344136953353882
882,followed,tailgate,-5.182697296142578
883,follower,planet,-5.300836563110352
884,follower,satellite,-5.902304172515869
885,food,medium,-5.4012556076049805
886,foot,mural,-5.011281967163086
887,foot,outdoor,-5.708680629730225
888,foot,toe,-4.58402681350708
889,football,justice,-5.585858345031738
890,footprint,scooter,-4.566286087036133
891,ford,valley,-5.78635835647583
892,foreign,nation,-4.213507175445557
893,forest,frog,-4.68442440032959
894,forest,ground,-5.243724346160889
895,format,packaging,-4.98487663269043
896,formation,perceive,-5.214427947998047
897,formation,perform,-4.793945789337158
898,forward,player,-4.356154441833496
899,forward,position,-4.169337749481201
900,forward,transport,-5.494965553283691
901,foundation,support,-4.90770959854126
902,fountain,marble,-3.423766851425171
903,free,skin,-6.071617126464844
904,frost,lily,-4.244229316711426
905,frost,weather,-4.747547149658203
906,frozen,shop,-5.672701835632324
907,frozen,soup,-3.7389001846313477
908,fruit,orange,-4.11538553237915
909,fruit,product,-5.115293502807617
910,fruit,strawberry,-3.91851806640625
911,fruit,sunflower,-3.398385524749756
912,fun,haircut,-4.808859825134277
913,fun,happy,-4.230000972747803
914,fungi,insect,-3.016324996948242
915,fungi,mushroom,-3.581935167312622
916,furnish,impress,-3.9077134132385254
917,furnishing,jumper,-5.2506585121154785
918,gallery,journal,-5.594938278198242
919,gamble,pyramid,-4.678666114807129
920,game,playoff,-3.589498281478882
921,garage,kitchen,-4.324837684631348
922,garage,opener,-5.3376078605651855
923,garbage,lunch,-5.57638692855835
924,gardens,sink,-5.446403503417969
925,gardens,tend,-5.490993976593018
926,gas,neon,-5.573461532592773
927,gas,sewer,-5.009380340576172
928,gasoline,town,-5.634040355682373
929,gauge,meter,-5.990698337554932
930,gem,quartz,-3.7769665718078613
931,germany,worst,-5.699286937713623
932,get,regained,-5.294402599334717
933,get,start,-3.9166879653930664
934,giraffe,mist,-3.714513063430786
935,giraffe,zebra,-2.5251107215881348
936,giraffe,zoo,-3.6821227073669434
937,girl,sexy,-4.184390544891357
938,glove,wear,-5.349801540374756
939,goose,outfit,-4.566227436065674
940,government,immunity,-4.570886135101318
941,governor,office,-4.548868656158447
942,graduate,graduate,-0.0
943,grape,wine,-3.0745058059692383
944,graphic,roof,-5.681157112121582
945,grass,ski,-5.874332427978516
946,grass,skull,-5.199386119842529
947,grass,stop,-5.4395222663879395
948,grave,memorial,-4.533655643463135
949,grave,santa,-5.365178108215332
950,grave,shore,-5.598141670227051
951,graveyard,ruin,-3.9498867988586426
952,gray,property,-5.910502910614014
953,greater,greater,-0.0
954,greater,large,-4.878840446472168
955,green,number,-6.037909030914307
956,green,yellow,-3.544665575027466
957,greeting,receptions,-5.608313083648682
958,grey,pink,-4.12937593460083
959,grey,rusty,-4.734007835388184
960,grey,white,-4.6066107749938965
961,guardian,livestock,-5.19744873046875
962,gulf,ms,-5.541873455047607
963,gun,picture,-5.885214805603027
964,guy,idea,-4.422668933868408
965,guy,kid,-3.121638536453247
966,guy,kiss,-4.83975076675415
967,guy,people,-4.947180271148682
968,guy,poodle,-5.042112350463867
969,guy,sitting,-4.818474292755127
970,guy,smile,-4.440532207489014
971,guy,stand,-5.192415714263916
972,guy,tear,-6.322255611419678
973,hail,judge,-5.950754642486572
974,hair,redhead,-4.548201560974121
975,hair,stencil,-5.105888843536377
976,hair,wig,-3.5368545055389404
977,hand,left,-4.108617782592773
978,handle,shop,-5.78402042388916
979,handle,terrier,-5.102252006530762
980,hanging,smile,-4.699281692504883
981,happy,licking,-5.214010238647461
982,happy,mom,-4.068786144256592
983,happy,post,-6.020258903503418
984,happy,sleep,-5.143556594848633
985,happy,stand,-4.944888591766357
986,happy,stop,-4.885296821594238
987,happy,time,-4.243218898773193
988,harbor,sea,-4.100070953369141
989,harbor,sunk,-3.968125581741333
990,harbour,ship,-5.050197601318359
991,harbour,shore,-4.561244010925293
992,hard,zoo,-5.867213726043701
993,hat,jacket,-3.250792980194092
994,hat,jean,-5.281234264373779
995,hat,peel,-5.089291572570801
996,hat,role,-5.04005765914917
997,health,welfare,-4.391401290893555
998,heart,wing,-5.378625392913818
999,heater,stove,-3.162440061569214
1000,heel,stack,-4.685791969299316
1001,held,nest,-5.420852184295654
1002,helix,spiral,-3.9121968746185303
1003,highway,road,-3.0119130611419678
1004,hill,horizon,-5.290502548217773
1005,hill,mountain,-4.543869495391846
1006,hill,scenery,-4.640069484710693
1007,history,recital,-5.002711296081543
1008,hit,tourist,-6.082428455352783
1009,hockey,ice,-4.412261962890625
1010,hockey,play,-4.514310359954834
1011,holiday,travel,-5.328096389770508
1012,home,smoking,-6.017009258270264
1013,honest,sincere,-3.597468137741089
1014,hood,protection,-5.200762748718262
1015,hope,psychology,-5.250399112701416
1016,horizon,sky,-3.5919888019561768
1017,horizontal,surface,-4.046663761138916
1018,hostility,war,-4.818924903869629
1019,hot,hot,-0.0
1020,hot,sunny,-5.070256233215332
1021,hotel,kill,-6.550886154174805
1022,hotel,library,-5.159782409667969
1023,hotel,oak,-5.363330841064453
1024,house,staircase,-5.012877464294434
1025,house,windmill,-5.786732196807861
1026,housing,vault,-6.283298015594482
1027,hummingbird,rodent,-3.3441829681396484
1028,husky,painting,-5.293028831481934
1029,image,visualize,-4.224093914031982
1030,impressive,striking,-4.411355495452881
1031,industrial,lake,-6.193819999694824
1032,information,target,-5.528806209564209
1033,infrastructure,structure,-4.875718593597412
1034,initial,letter,-5.085869789123535
1035,injury,wrong,-5.5570831298828125
1036,ink,liquid,-4.304515838623047
1037,ink,organ,-5.367992401123047
1038,insect,lizard,-3.2275290489196777
1039,installation,zoo,-5.355244159698486
1040,instruction,lesson,-4.0421600341796875
1041,interest,lien,-5.896402835845947
1042,interior,object,-5.815447807312012
1043,interior,paint,-5.726781845092773
1044,interior,roof,-5.1042399406433105
1045,interior,staircase,-5.405017375946045
1046,interior,tall,-5.729986190795898
1047,interpretation,twist,-5.022339820861816
1048,intrigue,romance,-3.303042411804199
1049,inventory,listing,-5.383248805999756
1050,invite,requests,-5.8389482498168945
1051,ipod,rope,-5.375747203826904
1052,iron,robust,-5.697865009307861
1053,israel,israeli,-2.6088664531707764
1054,israel,terror,-4.253176212310791
1055,issue,up,-4.867062568664551
1056,ivy,oak,-4.458026885986328
1057,jaguar,storm,-6.076478004455566
1058,jamaica,queens,-4.362193584442139
1059,jazz,play,-4.864070415496826
1060,jean,shirt,-5.274304389953613
1061,jean,washing,-5.672553062438965
1062,jellyfish,punk,-4.445297718048096
1063,jellyfish,texture,-4.32499885559082
1064,joke,message,-5.108129501342773
1065,journal,writing,-5.048670291900635
1066,judgment,sense,-5.0539445877075195
1067,jump,stitch,-5.642027854919434
1068,jump,uniform,-6.014069557189941
1069,jury,school,-5.594827651977539
1070,justice,official,-5.1602654457092285
1071,juvenile,rope,-5.300842761993408
1072,key,misty,-4.594059944152832
1073,key,motor,-5.553283214569092
1074,keyboard,soldier,-5.952183723449707
1075,kidnapped,shanghai,-5.297884941101074
1076,kill,sacrifice,-5.642890453338623
1077,kill,shot,-5.117422580718994
1078,kind,soft,-5.488653182983398
1079,kiss,rusty,-4.928495407104492
1080,kitchen,sleep,-5.207043170928955
1081,kitchen,stair,-4.3947319984436035
1082,kitchen,washing,-4.128594875335693
1083,kitten,kitty,-3.426365852355957
1084,knock,tap,-4.972577095031738
1085,lad,wizard,-3.987034797668457
1086,lady,sexy,-4.394951820373535
1087,lake,scenery,-4.553121089935303
1088,lake,town,-4.954649448394775
1089,lamb,lantern,-4.365880012512207
1090,lamb,number,-5.642613887786865
1091,lamb,snow,-5.730423450469971
1092,landscape,mountain,-4.852759838104248
1093,landscape,stadium,-5.998786449432373
1094,lantern,oak,-4.092186450958252
1095,lapse,suspension,-5.117274284362793
1096,last,last,-0.0
1097,last,senior,-5.085032939910889
1098,laundering,machine,-5.806258678436279
1099,law,mosaic,-5.578675746917725
1100,lawn,sleep,-5.0346808433532715
1101,layer,region,-5.941695213317871
1102,leaf,nature,-5.413853645324707
1103,lean,rest,-4.746812343597412
1104,leap,second,-4.8571906089782715
1105,learned,learned,-0.0
1106,leather,pouch,-4.275328159332275
1107,leather,sunshine,-5.643758296966553
1108,leave,pass,-5.16705322265625
1109,left,morning,-5.524883270263672
1110,left,walk,-4.774394512176514
1111,lego,rodent,-3.6571552753448486
1112,lever,machine,-4.516861915588379
1113,lever,open,-5.78462028503418
1114,licking,marble,-4.744505405426025
1115,licking,pier,-4.887903690338135
1116,licking,puppy,-3.375354766845703
1117,licking,rusty,-4.3409857749938965
1118,licking,sitting,-4.825556755065918
1119,lie,line,-5.062541484832764
1120,lie,sun,-5.470447063446045
1121,light,shadow,-4.748165130615234
1122,light,sleep,-5.543248176574707
1123,light,sunlight,-3.841865062713623
1124,lighthouse,wall,-5.378670692443848
1125,lighting,man,-6.1534223556518555
1126,lighting,stone,-4.813948631286621
1127,lily,plant,-4.853092670440674
1128,lily,purple,-3.7028560638427734
1129,lily,tulip,-3.16591477394104
1130,limb,limb,-0.0
1131,line,street,-5.084743976593018
1132,lion,square,-5.510475158691406
1133,list,position,-4.633203506469727
1134,list,post,-5.311807632446289
1135,list,shopping,-4.905264377593994
1136,listing,organization,-5.623472213745117
1137,live,stitch,-5.104808807373047
1138,location,space,-5.373286247253418
1139,lock,mannequin,-4.051597595214844
1140,looking,sightseeing,-5.267330646514893
1141,loss,reducing,-5.446852684020996
1142,love,romance,-3.633212089538574
1143,lower,sustain,-5.644737720489502
1144,lunch,morning,-5.006779670715332
1145,lunch,sunny,-5.852672100067139
1146,machine,pond,-5.451982021331787
1147,machine,sketch,-5.296850681304932
1148,machine,washing,-4.37593412399292
1149,magnitude,size,-5.241199493408203
1150,magnolia,maple,-4.483070373535156
1151,maker,manufacturer,-2.951744794845581
1152,makeup,people,-5.705089092254639
1153,male,man,-4.659384727478027
1154,manufacture,up,-5.817651271820068
1155,map,sewing,-5.965478420257568
1156,map,video,-6.050380706787109
1157,maple,oak,-4.033734321594238
1158,marble,postcard,-4.473323822021484
1159,marble,sing,-5.3532891273498535
1160,market,shop,-5.46372652053833
1161,market,sweeten,-5.017584800720215
1162,mars,water,-5.457577228546143
1163,mask,roof,-5.185197830200195
1164,match,matchstick,-5.495424747467041
1165,match,play,-4.016434669494629
1166,matter,text,-5.329694747924805
1167,mayor,villa,-5.0702643394470215
1168,meal,rice,-4.090311527252197
1169,means,tool,-4.377701759338379
1170,measure,twist,-5.829261302947998
1171,meat,moon,-6.015127658843994
1172,meat,potato,-3.124145030975342
1173,meat,soup,-3.225090503692627
1174,medium,organization,-4.812949180603027
1175,melody,music,-3.914928436279297
1176,memorial,rope,-5.887526988983154
1177,memory,operation,-5.312787055969238
1178,metro,rail,-4.275327682495117
1179,metro,train,-4.740816116333008
1180,military,reflection,-5.702887535095215
1181,military,wasp,-5.36617374420166
1182,mill,wild,-5.579100131988525
1183,mill,windmill,-4.049273490905762
1184,miniature,paint,-4.429974555969238
1185,miniature,painting,-4.367703437805176
1186,minister,work,-4.697452068328857
1187,mirror,raspberry,-4.856620788574219
1188,mist,sky,-3.9159798622131348
1189,mist,sunny,-4.79364538192749
1190,misty,sky,-4.436631202697754
1191,misty,snow,-4.931963920593262
1192,misty,sunny,-4.770199298858643
1193,misty,sunrise,-3.605252742767334
1194,misty,sunshine,-4.326971054077148
1195,model,toe,-5.5711493492126465
1196,mole,spy,-4.202755451202393
1197,moment,thief,-5.564145088195801
1198,money,pile,-5.2896647453308105
1199,money,quota,-5.235932350158691
1200,monster,rock,-4.442237377166748
1201,month,year,-3.073643207550049
1202,moon,mushroom,-4.500820159912109
1203,morning,sunrise,-4.442263603210449
1204,morning,sunshine,-4.756779670715332
1205,mortal,mother,-5.135732173919678
1206,moss,plant,-5.257106781005859
1207,mother,mother,-0.0
1208,mother,mother-in-law,-3.7809526920318604
1209,mother,pregnant,-3.8691463470458984
1210,mother,yeast,-5.307411193847656
1211,motion,step,-5.0312676429748535
1212,motto,volunteer,-4.924572467803955
1213,mouth,tongue,-3.3881261348724365
1214,move,shifting,-5.044816493988037
1215,move,spread,-5.942875862121582
1216,move,swell,-5.493820667266846
1217,mozart,wagner,-4.064960479736328
1218,museum,swim,-5.790955066680908
1219,music,musician,-3.84260630607605
1220,music,print,-5.562613487243652
1221,music,track,-5.440357208251953
1222,musical,solo,-4.660436630249023
1223,nail,rusty,-4.055937767028809
1224,nation,spanish,-4.741393089294434
1225,native,rhodes,-4.864813327789307
1226,necklace,snow,-5.963428974151611
1227,nest,wasp,-3.899531841278076
1228,noodle,pigeon,-3.2225780487060547
1229,novel,story,-4.5283732414245605
1230,nude,painting,-4.237835884094238
1231,nurse,nurse,-0.0
1232,nut,sunflower,-3.1643471717834473
1233,observation,radio,-5.321053981781006
1234,observe,violating,-4.948687553405762
1235,obvious,plain,-4.4825310707092285
1236,obvious,room,-5.881083965301514
1237,occasion,second,-5.76000452041626
1238,occupation,place,-5.355659008026123
1239,ocean,pacific,-4.3105082511901855
1240,ocean,underwater,-3.6327431201934814
1241,ocean,water,-4.767898082733154
1242,old,race,-5.437117576599121
1243,old,seat,-5.37565803527832
1244,operation,operation,-0.0
1245,opinion,sentiment,-4.600273609161377
1246,orange,peel,-3.977092742919922
1247,orange,raspberry,-3.608011245727539
1248,orange,shop,-5.762861251831055
1249,origami,stadium,-5.762828826904297
1250,origin,root,-5.0921549797058105
1251,out,sent,-5.006749629974365
1252,outdoor,pool,-3.8848748207092285
1253,outdoor,swimming,-3.924647092819214
1254,outfit,sign,-4.892513751983643
1255,outfit,sock,-3.544562339782715
1256,overflow,sewer,-3.9955101013183594
1257,pain,suffering,-3.431741714477539
1258,paint,picture,-4.9164137840271
1259,paint,portrait,-4.907289981842041
1260,painting,sculpture,-3.1460094451904297
1261,palace,ruin,-5.025369167327881
1262,panorama,scenery,-3.6094117164611816
1263,panorama,view,-4.143978118896484
1264,panorama,zoo,-4.755623817443848
1265,paper,railway,-5.787489414215088
1266,paper,vine,-5.192141056060791
1267,papers,security,-5.728695392608643
1268,park,parking,-4.48389196395874
1269,part,relation,-4.406732559204102
1270,party,seat,-4.678707599639893
1271,pass,ticket,-5.40493631362915
1272,pass,topping,-5.202419281005859
1273,passage,quotation,-5.132299900054932
1274,passing,passing,-0.0
1275,path,star,-5.8794426918029785
1276,patio,sleep,-4.813142776489258
1277,patio,stair,-3.547971487045288
1278,patio,staircase,-3.5663371086120605
1279,patio,woman,-5.49858283996582
1280,pavilion,terrace,-3.677410840988159
1281,paw,theatre,-4.966121673583984
1282,peel,skin,-4.0916056632995605
1283,pennsylvania,writer,-5.423048496246338
1284,people,wounded,-4.069621562957764
1285,pepper,potato,-3.059288740158081
1286,pepper,tomato,-2.0340652465820312
1287,person,tiger,-5.601105213165283
1288,personnel,police,-4.567700386047363
1289,persuasion,weapon,-4.975060939788818
1290,petal,shade,-4.140246868133545
1291,photo,photography,-5.040558815002441
1292,photograph,still,-5.364810466766357
1293,photographer,portrait,-4.453069686889648
1294,photographer,wedding,-4.863778114318848
1295,piano,wolf,-5.782727241516113
1296,pigeon,round,-5.3361287117004395
1297,pillow,stone,-4.928042888641357
1298,pink,skirt,-3.0811963081359863
1299,pink,white,-3.8363447189331055
1300,place,place,-0.0
1301,place,siphon,-5.545744895935059
1302,plain,report,-5.779853820800781
1303,plant,seed,-5.036393642425537
1304,plant,skate,-6.12714147567749
1305,play,rail,-5.457342147827148
1306,play,sign,-5.006494045257568
1307,play,thousand,-5.350658416748047
1308,player,slave,-5.524581432342529
1309,pledge,promise,-3.134159803390503
1310,plot,strategy,-5.332662105560303
1311,point,second,-4.028466701507568
1312,point,spot,-4.662627220153809
1313,point,tennis,-4.991257190704346
1314,point,trouble,-4.136287689208984
1315,poll,poll,-0.0
1316,pond,water,-4.4235758781433105
1317,poodle,puppy,-3.052065372467041
1318,poodle,terrier,-2.7151951789855957
1319,pool,relax,-4.773403167724609
1320,porch,roof,-4.046854019165039
1321,porch,scooter,-4.958227634429932
1322,porch,staircase,-3.762880325317383
1323,portrait,underground,-6.024205207824707
1324,potato,rice,-3.350145101547241
1325,president,president,-0.0
1326,price,price,-0.0
1327,principle,principle,-0.0
1328,privilege,rich,-4.63197660446167
1329,production,production,-0.0
1330,profiling,racism,-4.025069236755371
1331,protection,roof,-5.706686496734619
1332,protest,tile,-5.621432781219482
1333,publish,show,-6.028298854827881
1334,pug,puppy,-3.01214337348938
1335,punk,vinyl,-4.133523464202881
1336,puppy,skyline,-5.108617305755615
1337,purple,violet,-2.915602922439575
1338,pyramid,speculation,-5.112148284912109
1339,quality,romance,-5.59444522857666
1340,queen,queen,-0.0
1341,race,racing,-3.4225075244903564
1342,race,square,-5.881121635437012
1343,radical,role,-4.37054967880249
1344,rail,train,-3.1941897869110107
1345,railroad,underground,-4.106017112731934
1346,railway,station,-4.36540412902832
1347,rain,wet,-4.178167343139648
1348,raise,shoulders,-5.2601213455200195
1349,raising,upbringing,-4.906955718994141
1350,raspberry,sweet,-3.4905502796173096
1351,read,reading,-3.0467915534973145
1352,rebel,soldier,-4.440232753753662
1353,rebel,young,-5.380691051483154
1354,recognize,succeed,-4.298244953155518
1355,record,score,-4.710267543792725
1356,record,write,-6.292582988739014
1357,red,shade,-4.762179851531982
1358,red,stripe,-4.552210330963135
1359,redhead,rusty,-4.478720188140869
1360,relax,sitting,-4.718316078186035
1361,relief,total,-5.50132942199707
1362,religion,remedy,-5.141336441040039
1363,religion,trinity,-4.676121234893799
1364,report,study,-4.920955181121826
1365,reptile,vacation,-5.221311092376709
1366,reservation,reservation,-0.0
1367,resistance,resistance,-0.0
1368,reverse,reverse,-0.0
1369,rice,yellow,-5.382727146148682
1370,ripple,shadow,-4.788516044616699
1371,ripple,wave,-4.152240753173828
1372,river,valley,-4.353764057159424
1373,river,waterfall,-4.112151622772217
1374,robbery,rolling,-6.0838799476623535
1375,rod,rod,-0.0
1376,role,title,-4.084593296051025
1377,rolling,sound,-5.1868696212768555
1378,room,sitting,-3.3229053020477295
1379,root,stem,-4.690103530883789
1380,rope,shore,-4.457915306091309
1381,rose,rose,-0.0
1382,round,shape,-5.9797587394714355
1383,row,terrace,-4.991328239440918
1384,rub,wipe,-3.7201170921325684
1385,ruin,stone,-4.726864337921143
1386,ruin,town,-5.0791168212890625
1387,running,sprint,-5.119652271270752
1388,rusty,shade,-4.659276485443115
1389,rusty,stand,-4.544987201690674
1390,saddle,soap,-5.200979232788086
1391,sail,sheet,-5.339905738830566
1392,sailing,sunk,-4.630861282348633
1393,sake,shade,-5.009993076324463
1394,satellite,solar,-4.8691487312316895
1395,scenery,trail,-4.176560401916504
1396,school,welsh,-5.620170593261719
1397,sea,shore,-3.4545841217041016
1398,sea,submarine,-4.382433891296387
1399,sea,water,-4.436405658721924
1400,season,winter,-5.133212566375732
1401,seize,take,-4.960696697235107
1402,series,string,-5.209278583526611
1403,sex,sex,-0.0
1404,sexy,smile,-4.697450637817383
1405,shade,tree,-3.788989782333374
1406,shade,whale,-5.223860263824463
1407,shadow,sunlight,-3.788881540298462
1408,shape,square,-5.7016401290893555
1409,sheet,sheet,-0.0
1410,shining,work,-5.2918548583984375
1411,ship,spouse,-5.98098611831665
1412,shirt,tiger,-5.6002197265625
1413,shopping,store,-3.3895962238311768
1414,shore,swim,-4.008901596069336
1415,shore,town,-4.8409833908081055
1416,shore,valley,-5.18929386138916
1417,short,trading,-4.8442769050598145
1418,sight,vision,-4.386441707611084
1419,sign,sign,-0.0
1420,silence,still,-4.698059558868408
1421,single,sole,-4.738160610198975
1422,sitting,sleep,-4.564695358276367
1423,situation,things,-4.535378456115723
1424,skate,vehicle,-5.809273719787598
1425,skating,sticker,-5.410433769226074
1426,skin,skin,-0.0
1427,sky,sunlight,-4.0624823570251465
1428,skyline,view,-4.064912796020508
1429,slash,stroke,-5.435731410980225
1430,slave,worker,-4.609405994415283
1431,sleeping,waking,-3.7899086475372314
1432,small,valley,-5.141796588897705
1433,small,village,-4.4431891441345215
1434,smile,time,-5.259428977966309
1435,smile,view,-5.911249160766602
1436,smile,walk,-5.073429107666016
1437,smoking,sunny,-5.799158096313477
1438,snap,touch,-4.185654640197754
1439,sock,stocking,-3.6769726276397705
1440,solstice,summer,-4.884932994842529
1441,song,vocal,-3.7089948654174805
1442,speech,word,-4.6214375495910645
1443,spin,sweat,-4.808068752288818
1444,spiral,staircase,-3.56337308883667
1445,spread,spread,-0.0
1446,square,town,-4.798253536224365
1447,stamp,weave,-4.583851337432861
1448,stand,tear,-5.524020195007324
1449,stand,walk,-4.624027729034424
1450,star,star,-0.0
1451,star,storm,-5.678391933441162
1452,steel,wing,-5.938924312591553
1453,step,travel,-6.038224697113037
1454,step,walk,-4.744056701660156
1455,step,wind,-5.741536617279053
1456,sticker,track,-5.081305980682373
1457,stock,stock,-0.0
1458,storm,thunderstorm,-4.48634147644043
1459,straight,stretch,-4.23290491104126
1460,strains,trouble,-4.6253156661987305
1461,stream,waterfall,-3.9312567710876465
1462,stripe,train,-5.293229103088379
1463,stripe,violet,-3.0340652465820312
1464,subway,underground,-4.308262348175049
1465,subway,valentine,-5.431358814239502
1466,sun,sun,-0.0
1467,sun,sunburst,-4.999765396118164
1468,sun,sunlight,-3.7617013454437256
1469,sun,sunshine,-4.446629047393799
1470,sunlight,thriller,-4.942129135131836
1471,sunny,weather,-4.253596782684326
1472,sunny,wet,-4.674720764160156
1473,sunshine,weather,-4.5317583084106445
1474,support,trace,-5.449553489685059
1475,surface,territory,-5.30458402633667
1476,surfer,wave,-4.013006210327148
1477,tall,wool,-4.594243049621582
1478,tenure,term,-4.740370273590088
1479,thing,thing,-0.0
1480,ticket,writing,-5.437000274658203
1481,tops,tops,-0.0
1482,touch,upset,-4.987961769104004
1483,tour,travel,-5.091848373413086
1484,traffic,traffic,-0.0
1485,train,train,-0.0
1486,travel,travel,-0.0
1487,travel,wandering,-5.802511692047119
1488,tunnel,underground,-3.9922893047332764
1489,type,write,-5.039704322814941
1490,valley,village,-4.717965126037598
1491,van,vine,-5.163301944732666
1492,violet,white,-4.4121503829956055
1493,violet,yellow,-3.884443759918213
1494,washer,worker,-5.1073198318481445
1495,water,water,-0.0
1496,ways,ways,-0.0
1497,weather,winter,-4.145631313323975
1498,wednesday,weekday,-5.202322959899902
1499,word,word,-0.0
